,Date,MinTemp,MaxTemp,Rainfall
856,2010-03-06,17.85,27.12391304347825,8.447826086956521
857,2010-03-07,18.034782608695647,26.53260869565217,5.555555555555555
858,2010-03-08,17.58478260869565,26.256521739130434,11.915555555555555
859,2010-03-09,16.108695652173914,25.66086956521739,1.96
860,2010-03-10,14.458695652173914,23.866666666666667,0.4976744186046511
861,2010-03-11,14.919999999999996,25.27608695652174,2.2954545454545454
862,2010-03-12,15.65111111111111,27.310869565217395,1.0372093023255815
863,2010-03-13,15.891111111111112,26.923913043478255,1.93953488372093
864,2010-03-14,15.991111111111111,26.81739130434784,2.6844444444444444
865,2010-03-15,15.684782608695654,28.026086956521734,0.43913043478260866
866,2010-03-16,15.782222222222224,27.83695652173913,0.3111111111111111
867,2010-03-17,15.45227272727272,28.686956521739123,0.2136363636363636
868,2010-03-18,16.093478260869563,28.76521739130435,0.47272727272727266
869,2010-03-19,16.886956521739133,28.184782608695663,0.26956521739130435
870,2010-03-20,15.836956521739127,28.441304347826087,0.6046511627906976
871,2010-03-21,17.093478260869563,28.382608695652173,0.13913043478260873
872,2010-03-22,15.31086956521739,25.92173913043478,0.4913043478260869
873,2010-03-23,14.932608695652174,27.65652173913043,6.204444444444444
874,2010-03-24,15.765217391304342,27.06086956521739,1.4711111111111113
875,2010-03-25,15.580434782608696,28.68043478260869,0.5391304347826087
876,2010-03-26,15.85217391304348,29.002173913043492,2.973913043478261
877,2010-03-27,17.191304347826087,26.23913043478261,1.4000000000000001
878,2010-03-28,16.880434782608695,27.29782608695652,1.7409090909090907
879,2010-03-29,17.595652173913045,25.776086956521734,4.6695652173913045
880,2010-03-30,15.64222222222222,24.63913043478261,2.247826086956522
881,2010-03-31,14.515217391304349,24.213043478260868,8.742222222222221
882,2010-04-01,14.117777777777775,25.054347826086957,1.5
883,2010-04-02,14.620000000000003,24.147826086956524,1.481818181818182
884,2010-04-03,14.377777777777778,23.554347826086957,0.8622222222222221
885,2010-04-04,14.086956521739127,23.980434782608693,2.573333333333333
886,2010-04-05,13.502173913043476,24.873913043478268,1.0999999999999999
887,2010-04-06,15.668888888888889,23.91111111111111,4.1499999999999995
888,2010-04-07,16.19111111111111,24.42391304347826,5.444444444444445
889,2010-04-08,16.093478260869563,25.08260869565217,2.4577777777777783
890,2010-04-09,14.202222222222222,22.995652173913047,2.080952380952381
891,2010-04-10,14.608888888888893,23.984782608695646,1.7244444444444442
892,2010-04-11,14.119565217391305,23.254347826086956,1.9866666666666668
893,2010-04-12,12.226086956521739,20.993478260869562,0.8333333333333334
894,2010-04-13,10.719565217391304,21.745652173913044,0.4043478260869566
895,2010-04-14,11.267391304347827,22.764444444444443,1.7521739130434781
896,2010-04-15,12.065217391304348,23.044444444444434,0.8565217391304347
897,2010-04-16,12.89777777777778,23.954347826086952,0.4755555555555555
898,2010-04-17,12.793478260869563,25.78444444444444,0.4847826086956521
899,2010-04-18,14.640909090909094,26.344444444444445,1.1333333333333333
900,2010-04-19,15.224444444444446,25.77173913043479,0.9422222222222222
901,2010-04-20,15.15217391304348,25.68478260869564,0.6304347826086956
902,2010-04-21,14.355555555555556,25.10222222222222,2.390909090909091
903,2010-04-22,14.163636363636362,26.08478260869565,0.7244444444444444
904,2010-04-23,14.504347826086958,25.888888888888882,0.6478260869565217
905,2010-04-24,15.47173913043478,23.928888888888892,3.0558139534883724
906,2010-04-25,12.913333333333329,22.02222222222222,4.325581395348836
907,2010-04-26,9.721739130434782,21.42222222222222,1.1199999999999999
908,2010-04-27,10.091304347826085,20.460869565217383,1.4444444444444444
909,2010-04-28,9.567391304347826,21.810869565217395,0.2891304347826087
910,2010-04-29,11.66304347826087,22.47608695652174,0.9955555555555556
911,2010-04-30,10.886956521739132,21.095454545454547,0.13333333333333336
912,2010-05-01,10.970454545454544,22.27727272727273,1.6222222222222225
913,2010-05-02,10.838636363636361,22.659090909090907,0.0888888888888889
914,2010-05-03,10.69111111111111,23.073913043478257,0.3333333333333333
915,2010-05-04,12.480434782608693,22.475555555555562,3.534782608695652
916,2010-05-05,9.78666666666667,19.71555555555556,3.9
917,2010-05-06,8.677777777777777,20.061363636363634,0.7545454545454546
918,2010-05-07,8.89777777777778,21.473333333333336,0.34418604651162793
919,2010-05-08,9.106666666666664,22.044444444444448,1.0826086956521743
920,2010-05-09,9.959999999999999,22.29111111111111,0.2977777777777778
921,2010-05-10,10.08222222222222,21.99130434782609,0.27111111111111114
922,2010-05-11,9.130434782608695,20.419565217391302,1.7733333333333337
923,2010-05-12,7.391304347826086,18.463043478260868,0.6260869565217391
924,2010-05-13,6.991304347826087,18.465217391304346,2.373913043478261
925,2010-05-14,7.058695652173912,18.893478260869564,0.8739130434782608
926,2010-05-15,7.184782608695653,19.63260869565217,0.5130434782608696
927,2010-05-16,7.645652173913046,19.749999999999996,0.28
928,2010-05-17,8.415217391304349,18.88478260869565,1.0086956521739128
929,2010-05-18,8.069565217391306,19.358695652173907,2.5200000000000005
930,2010-05-19,7.95,20.09130434782608,3.9954545454545443
931,2010-05-20,7.95869565217391,19.79565217391304,0.726086956521739
932,2010-05-21,9.17608695652174,19.584782608695658,0.48260869565217385
933,2010-05-22,8.02,18.358695652173914,5.853333333333333
934,2010-05-23,7.904347826086957,17.91555555555556,4.106666666666667
935,2010-05-24,9.215555555555552,18.306666666666665,1.9733333333333336
936,2010-05-25,11.50222222222222,18.004545454545454,4.884444444444443
937,2010-05-26,11.231111111111112,18.997777777777774,3.5395348837209295
938,2010-05-27,10.67111111111111,18.66818181818182,10.168888888888889
939,2010-05-28,10.728888888888887,18.775555555555552,2.1162790697674416
940,2010-05-29,11.642222222222225,17.773333333333333,6.16190476190476
941,2010-05-30,10.755555555555556,18.444444444444446,5.135555555555556
942,2010-05-31,10.493333333333336,18.346666666666668,3.3090909090909095
943,2010-06-01,8.206666666666665,18.291111111111114,1.8222222222222226
944,2010-06-02,8.253333333333334,18.38,0.35999999999999993
945,2010-06-03,8.906666666666666,18.356521739130432,3.782222222222222
946,2010-06-04,8.895652173913042,17.765217391304343,8.691304347826085
947,2010-06-05,9.50909090909091,17.571111111111115,5.954545454545454
948,2010-06-06,8.013333333333332,16.984444444444442,1.755555555555556
949,2010-06-07,6.455555555555557,16.32,1.7911111111111109
950,2010-06-08,7.013953488372094,16.38666666666666,0.809090909090909
951,2010-06-09,7.225581395348837,15.615555555555554,1.7809523809523808
952,2010-06-10,6.609090909090909,16.066666666666663,0.9318181818181818
953,2010-06-11,6.293181818181818,16.232608695652175,0.3409090909090909
954,2010-06-12,5.882222222222223,16.23260869565217,0.49999999999999994
955,2010-06-13,5.684444444444446,16.55217391304348,0.551111111111111
956,2010-06-14,5.86888888888889,16.826086956521735,0.7636363636363637
957,2010-06-15,5.663636363636363,16.40888888888889,1.0227272727272727
958,2010-06-16,6.368181818181819,17.934090909090916,0.6465116279069767
959,2010-06-17,8.520930232558138,17.28,3.645454545454545
960,2010-06-18,7.85,17.17333333333334,2.146511627906977
961,2010-06-19,8.43488372093023,17.772093023255817,1.6047619047619046
962,2010-06-20,8.254545454545452,17.784444444444446,0.3302325581395349
963,2010-06-21,6.409090909090909,17.375555555555554,0.9906976744186047
964,2010-06-22,7.536363636363637,17.115555555555552,2.209302325581396
965,2010-06-23,8.402272727272726,17.08222222222222,3.4186046511627906
966,2010-06-24,8.11860465116279,17.775555555555563,2.2523809523809524
967,2010-06-25,9.245454545454548,17.175555555555558,2.124444444444444
968,2010-06-26,7.906666666666665,16.248888888888896,5.217777777777778
969,2010-06-27,4.724444444444446,15.095555555555555,1.5590909090909093
970,2010-06-28,3.837777777777778,14.47111111111111,0.35813953488372097
971,2010-06-29,4.72,14.255555555555553,1.581818181818182
972,2010-06-30,4.753333333333332,14.720000000000004,2.2045454545454546
973,2010-07-01,5.590909090909093,15.19111111111111,1.263636363636364
974,2010-07-02,5.933333333333334,13.42666666666666,2.5545454545454547
975,2010-07-03,5.408888888888888,15.051111111111108,2.558139534883721
976,2010-07-04,5.075555555555554,15.471111111111112,0.45581395348837195
977,2010-07-05,5.440000000000001,15.153333333333336,0.5162790697674419
978,2010-07-06,6.24888888888889,15.588888888888889,2.426666666666667
979,2010-07-07,6.15111111111111,15.889130434782608,0.7511111111111111
980,2010-07-08,6.26,16.208695652173912,1.7581395348837214
981,2010-07-09,6.535555555555556,16.010869565217387,4.552272727272728
982,2010-07-10,7.089130434782608,16.963043478260868,2.4465116279069763
983,2010-07-11,9.771739130434783,17.634782608695655,5.376744186046511
984,2010-07-12,8.155555555555555,17.4,4.351111111111111
985,2010-07-13,9.117777777777778,17.593181818181815,1.3911111111111112
986,2010-07-14,9.28888888888889,16.25869565217392,7.109090909090906
987,2010-07-15,7.369565217391303,16.323913043478257,3.017777777777778
988,2010-07-16,6.1891304347826095,16.289130434782606,0.5630434782608695
989,2010-07-17,5.857777777777777,16.004347826086956,0.9818181818181819
990,2010-07-18,5.567391304347827,16.88666666666667,0.8933333333333334
991,2010-07-19,6.531111111111113,16.035555555555558,2.135555555555556
992,2010-07-20,5.228888888888888,15.900000000000002,1.7133333333333336
993,2010-07-21,5.408888888888888,15.830434782608695,2.093333333333334
994,2010-07-22,5.213043478260869,16.215217391304346,0.2521739130434783
995,2010-07-23,6.323913043478262,16.928260869565218,0.9130434782608698
996,2010-07-24,6.778260869565217,16.58043478260869,0.7681818181818183
997,2010-07-25,6.643478260869566,17.369565217391308,0.4488888888888888
998,2010-07-26,6.667391304347828,17.34782608695652,3.21304347826087
999,2010-07-27,6.928260869565216,17.365217391304352,1.9822222222222226
1000,2010-07-28,8.649999999999997,16.354347826086958,3.609090909090909
1001,2010-07-29,9.778260869565216,17.162222222222223,9.482608695652171
1002,2010-07-30,9.735555555555557,18.804444444444442,1.3733333333333335
1003,2010-07-31,10.784444444444443,18.354347826086954,4.613953488372093
1004,2010-08-01,8.06304347826087,17.093478260869563,3.186363636363636
1005,2010-08-02,7.456521739130435,16.5,3.234782608695653
1006,2010-08-03,7.2782608695652184,16.491111111111113,4.191304347826088
1007,2010-08-04,6.622222222222222,16.308888888888887,2.5250000000000004
1008,2010-08-05,5.413636363636364,16.228888888888886,1.3886363636363637
1009,2010-08-06,5.475555555555554,15.63111111111111,0.6422222222222224
1010,2010-08-07,3.815555555555555,15.771111111111113,0.31136363636363634
1011,2010-08-08,4.34,16.413333333333334,0.5613636363636364
1012,2010-08-09,5.206666666666667,17.563636363636355,0.49111111111111116
1013,2010-08-10,7.115909090909091,15.993333333333334,2.857777777777777
1014,2010-08-11,8.89333333333333,15.931111111111111,10.94
1015,2010-08-12,8.864444444444448,15.997826086956524,9.473333333333333
1016,2010-08-13,7.079545454545452,16.7,4.229545454545454
1017,2010-08-14,7.299999999999999,17.27173913043478,0.5772727272727273
1018,2010-08-15,8.61777777777778,17.75652173913043,1.8904761904761902
1019,2010-08-16,7.871739130434783,16.328260869565216,2.191304347826087
1020,2010-08-17,4.806521739130435,16.48913043478261,0.6565217391304348
1021,2010-08-18,6.391304347826087,17.254347826086956,1.3434782608695655
1022,2010-08-19,8.895652173913048,18.541304347826088,4.486363636363635
1023,2010-08-20,7.817391304347827,16.043478260869563,1.7454545454545458
1024,2010-08-21,6.860869565217389,16.754347826086956,1.3956521739130439
1025,2010-08-22,6.071739130434784,17.043478260869566,1.9999999999999998
1026,2010-08-23,7.891304347826084,16.036956521739135,1.3043478260869568
1027,2010-08-24,8.449999999999996,16.352173913043476,2.2
1028,2010-08-25,7.315217391304348,15.034782608695645,3.0113636363636362
1029,2010-08-26,7.643478260869567,15.699999999999996,3.6434782608695655
1030,2010-08-27,7.847826086956521,16.973333333333333,1.7173913043478257
1031,2010-08-28,6.3644444444444455,17.480434782608697,0.6577777777777778
1032,2010-08-29,6.591304347826088,17.84130434782608,0.15111111111111114
1033,2010-08-30,7.24,18.532608695652176,0.7347826086956522
1034,2010-08-31,8.460869565217392,18.51086956521739,1.344186046511628
1035,2010-09-01,10.43695652173913,19.543478260869563,3.2
1036,2010-09-02,10.089130434782607,18.78695652173913,1.3130434782608693
1037,2010-09-03,9.508888888888889,18.32391304347826,1.0139534883720929
1038,2010-09-04,11.360869565217389,18.902173913043477,12.626666666666665
1039,2010-09-05,11.082222222222223,18.210869565217394,10.009090909090911
1040,2010-09-06,8.265217391304349,17.96304347826087,2.0913043478260867
1041,2010-09-07,7.277777777777778,18.0804347826087,1.1652173913043478
1042,2010-09-08,7.152173913043476,18.10869565217391,2.6217391304347823
1043,2010-09-09,9.719565217391306,18.882608695652173,1.6399999999999997
1044,2010-09-10,10.052173913043477,19.05652173913044,3.9956521739130437
1045,2010-09-11,7.828260869565218,19.04130434782608,0.7590909090909093
1046,2010-09-12,8.421739130434782,18.819565217391297,1.15
1047,2010-09-13,9.882608695652175,19.72391304347826,0.9652173913043479
1048,2010-09-14,8.706666666666665,18.266666666666666,1.7288888888888891
1049,2010-09-15,9.288636363636364,18.539130434782606,4.4818181818181815
1050,2010-09-16,9.015555555555554,17.76888888888889,0.8
1051,2010-09-17,8.015555555555554,17.65434782608695,0.5066666666666666
1052,2010-09-18,7.979545454545455,18.276086956521738,0.4177777777777778
1053,2010-09-19,8.197826086956523,18.19782608695652,0.5782608695652174
1054,2010-09-20,8.689130434782607,19.23260869565217,3.608695652173913
1055,2010-09-21,9.786956521739128,20.497826086956515,1.2869565217391303
1056,2010-09-22,9.741304347826086,20.332608695652176,0.3130434782608696
1057,2010-09-23,10.18695652173913,20.37391304347826,0.5111111111111111
1058,2010-09-24,9.636956521739132,21.489130434782613,0.14782608695652175
1059,2010-09-25,10.041304347826088,22.55,0.06956521739130435
1060,2010-09-26,9.234782608695653,21.95869565217392,0.35111111111111115
1061,2010-09-27,10.97391304347826,21.932608695652174,0.5782608695652174
1062,2010-09-28,9.87391304347826,21.033333333333335,1.5934782608695655
1063,2010-09-29,8.797777777777778,18.969565217391303,2.6782608695652175
1064,2010-09-30,7.502173913043476,18.821739130434786,0.52
1065,2010-10-01,8.376086956521737,20.18478260869565,0.5347826086956522
1066,2010-10-02,10.01304347826087,20.76304347826087,0.9
1067,2010-10-03,11.352173913043481,22.275555555555556,6.921739130434782
1068,2010-10-04,12.926666666666666,22.748888888888892,9.204545454545455
1069,2010-10-05,12.233333333333333,22.971111111111107,2.8711111111111114
1070,2010-10-06,12.195555555555554,23.141304347826086,0.8000000000000002
1071,2010-10-07,10.423913043478262,21.15,3.2913043478260864
1072,2010-10-08,10.258695652173913,21.232608695652175,2.2347826086956517
1073,2010-10-09,10.802173913043477,21.56818181818182,2.311111111111111
1074,2010-10-10,11.706818181818182,22.191111111111113,1.8651162790697675
1075,2010-10-11,11.668888888888887,22.753333333333334,6.4
1076,2010-10-12,13.322222222222223,22.755555555555553,1.008695652173913
1077,2010-10-13,12.635555555555559,20.797777777777775,5.346666666666666
1078,2010-10-14,12.379545454545458,22.117777777777782,7.355555555555554
1079,2010-10-15,12.953333333333333,18.734090909090916,7.204444444444444
1080,2010-10-16,7.947727272727275,16.89318181818182,11.555555555555555
1081,2010-10-17,7.63409090909091,19.931111111111107,0.9000000000000001
1082,2010-10-18,9.051111111111112,21.788888888888895,0.1565217391304348
1083,2010-10-19,8.70444444444444,21.282222222222217,0.5652173913043477
1084,2010-10-20,9.855555555555553,22.89777777777778,0.40869565217391296
1085,2010-10-21,10.420454545454545,23.20666666666667,1.7155555555555553
1086,2010-10-22,11.755555555555553,25.42666666666666,0.9521739130434782
1087,2010-10-23,12.500000000000002,22.78666666666667,2.106666666666667
1088,2010-10-24,10.895555555555555,20.491111111111113,3.8222222222222224
1089,2010-10-25,10.08888888888889,22.38,4.853333333333333
1090,2010-10-26,10.671111111111115,24.557777777777776,0.5022222222222221
1091,2010-10-27,12.324444444444445,22.666666666666668,0.3733333333333333
1092,2010-10-28,12.13111111111111,22.89555555555555,1.7866666666666664
1093,2010-10-29,12.706666666666663,24.308695652173913,2.021739130434783
1094,2010-10-30,13.739130434782611,22.55434782608696,3.4347826086956514
1095,2010-10-31,13.32391304347826,22.250000000000004,11.273913043478261
1096,2010-11-01,11.258695652173914,20.752173913043475,1.356521739130435
1097,2010-11-02,11.15,21.978260869565226,9.543478260869565
1098,2010-11-03,10.641304347826088,22.515217391304343,0.6304347826086956
1099,2010-11-04,11.252173913043478,20.24130434782609,2.569565217391305
1100,2010-11-05,11.150000000000002,20.886956521739133,6.01304347826087
1101,2010-11-06,10.876086956521739,22.52173913043478,3.6173913043478256
1102,2010-11-07,12.26086956521739,24.186956521739127,1.6304347826086956
1103,2010-11-08,13.552173913043477,25.726666666666663,0.8739130434782608
1104,2010-11-09,14.122222222222222,26.193333333333335,3.58695652173913
1105,2010-11-10,15.922222222222217,26.021739130434792,0.9
1106,2010-11-11,14.869565217391301,26.85434782608696,4.039130434782609
1107,2010-11-12,15.828260869565218,27.56739130434783,0.7043478260869565
1108,2010-11-13,15.730434782608693,24.04347826086956,3.2044444444444435
1109,2010-11-14,15.797777777777782,24.541304347826085,7.299999999999999
1110,2010-11-15,15.023913043478261,22.952173913043477,3.6043478260869564
1111,2010-11-16,13.121739130434786,22.70434782608696,6.843478260869564
1112,2010-11-17,11.895652173913042,24.11521739130435,2.3695652173913047
1113,2010-11-18,13.650000000000002,24.13695652173913,2.017391304347826
1114,2010-11-19,13.154347826086957,23.847826086956523,2.330434782608696
1115,2010-11-20,12.442222222222222,26.106521739130436,0.591111111111111
1116,2010-11-21,14.34565217391304,26.584782608695654,0.808888888888889
1117,2010-11-22,15.267391304347823,27.84347826086957,1.7173913043478264
1118,2010-11-23,16.32826086956522,27.991304347826084,0.3565217391304348
1119,2010-11-24,16.454347826086956,27.52608695652174,0.9739130434782608
1120,2010-11-25,15.960869565217395,26.22826086956521,4.17391304347826
1121,2010-11-26,15.87608695652174,26.378260869565214,1.960869565217391
1122,2010-11-27,15.855555555555556,25.50888888888889,4.386956521739131
1123,2010-11-28,15.302222222222223,22.71777777777778,7.539130434782609
1124,2010-11-29,14.28666666666667,23.22608695652174,4.769565217391303
1125,2010-11-30,14.517391304347825,24.70434782608696,6.478260869565218
1126,2010-12-01,16.02391304347826,23.865217391304352,9.317391304347822
1127,2010-12-02,16.104347826086954,25.61304347826087,11.408695652173913
1128,2010-12-03,16.039999999999996,26.413333333333327,9.282608695652172
1129,2010-12-04,16.633333333333336,26.948888888888884,2.4590909090909094
1130,2010-12-05,17.215555555555557,26.977777777777778,4.622222222222222
1131,2010-12-06,17.46222222222222,26.808888888888887,2.6913043478260867
1132,2010-12-07,18.05555555555555,27.128260869565214,5.16
1133,2010-12-08,18.210869565217386,26.23478260869565,7.447826086956521
1134,2010-12-09,17.37391304347826,26.654347826086955,11.76086956521739
1135,2010-12-10,15.756521739130436,24.10666666666667,2.0622222222222226
1136,2010-12-11,14.104347826086961,24.98695652173913,1.3377777777777773
1137,2010-12-12,14.728260869565213,25.867391304347827,5.708695652173913
1138,2010-12-13,14.165217391304344,25.708695652173915,2.008695652173913
1139,2010-12-14,15.536956521739137,27.00217391304347,0.7217391304347827
1140,2010-12-15,16.55217391304348,27.26304347826087,1.408695652173913
1141,2010-12-16,15.302173913043475,25.66444444444444,0.9652173913043479
1142,2010-12-17,14.782222222222224,24.842222222222215,3.2272727272727266
1143,2010-12-18,15.062222222222223,23.21333333333333,2.3454545454545452
1144,2010-12-19,13.808888888888893,22.622222222222224,3.747727272727272
1145,2010-12-20,12.126086956521737,22.304444444444446,8.659090909090908
1146,2010-12-21,12.67555555555556,24.210869565217394,1.4977777777777777
1147,2010-12-22,12.793478260869563,25.88913043478261,0.7111111111111111
1148,2010-12-23,15.19782608695652,27.04347826086957,3.113636363636363
1149,2010-12-24,15.567391304347826,26.823913043478267,2.6130434782608694
1150,2010-12-25,16.431111111111115,28.657777777777774,6.582222222222222
1151,2010-12-26,17.245652173913044,26.86521739130435,4.622222222222222
1152,2010-12-27,15.08,24.015555555555558,8.742222222222223
1153,2010-12-28,13.102222222222222,25.213333333333335,4.386666666666667
1154,2010-12-29,14.597826086956522,28.789130434782606,0.72
1155,2010-12-30,15.502173913043478,29.915217391304346,0.42608695652173917
1156,2010-12-31,17.62391304347826,33.36521739130434,0.05652173913043478
1157,2011-01-01,18.415217391304346,30.13478260869565,0.9767441860465116
1158,2011-01-02,17.271739130434785,28.308888888888895,3.5688888888888886
1159,2011-01-03,16.74888888888889,26.122222222222224,1.4800000000000002
1160,2011-01-04,15.886666666666668,27.184444444444452,2.0444444444444443
1161,2011-01-05,16.395555555555557,27.162222222222212,0.37777777777777777
1162,2011-01-06,16.408888888888892,28.066666666666666,7.540909090909091
1163,2011-01-07,17.81333333333333,29.642222222222223,4.422727272727273
1164,2011-01-08,18.94545454545454,29.486956521739128,2.24
1165,2011-01-09,18.69782608695652,27.934782608695652,3.4739130434782606
1166,2011-01-10,19.465217391304346,27.38913043478261,8.656521739130435
1167,2011-01-11,19.502173913043478,26.976086956521737,6.682608695652173
1168,2011-01-12,19.791304347826085,28.421739130434784,12.143478260869566
1169,2011-01-13,20.489130434782613,27.995652173913044,4.765217391304348
1170,2011-01-14,19.269565217391303,27.245652173913044,13.606521739130438
1171,2011-01-15,17.837777777777777,29.055555555555557,4.417777777777778
1172,2011-01-16,17.86,29.31086956521739,1.8434782608695648
1173,2011-01-17,17.130434782608695,28.121739130434786,0.37391304347826076
1174,2011-01-18,16.68913043478261,26.723913043478255,0.8913043478260869
1175,2011-01-19,16.904347826086955,27.54565217391303,1.108695652173913
1176,2011-01-20,16.686956521739134,29.12826086956522,2.586956521739131
1177,2011-01-21,17.360869565217392,30.047826086956523,1.1217391304347826
1178,2011-01-22,16.932608695652174,29.80217391304347,3.630434782608696
1179,2011-01-23,17.908695652173915,29.28260869565217,3.444444444444445
1180,2011-01-24,17.656521739130437,28.008695652173905,2.6622222222222223
1181,2011-01-25,16.721739130434788,29.321739130434775,0.928888888888889
1182,2011-01-26,17.84444444444445,30.30217391304348,1.663636363636364
1183,2011-01-27,18.276086956521738,30.847826086956523,0.03913043478260869
1184,2011-01-28,18.30652173913043,29.256521739130438,0.3822222222222223
1185,2011-01-29,16.847826086956523,30.497826086956525,0.9227272727272727
1186,2011-01-30,18.06304347826087,33.780434782608694,1.9954545454545454
1187,2011-01-31,19.80217391304348,32.75,0.9022222222222223
1188,2011-02-01,20.508695652173916,33.79130434782609,0.4755555555555555
1189,2011-02-02,19.719565217391303,31.621739130434786,1.2043478260869562
1190,2011-02-03,20.739130434782606,32.28695652173913,8.313636363636363
1191,2011-02-04,21.09130434782608,31.284782608695647,11.231818181818182
1192,2011-02-05,20.113043478260867,28.406521739130426,16.306818181818183
1193,2011-02-06,17.358695652173914,25.963043478260865,4.7285714285714295
1194,2011-02-07,14.062222222222221,25.060869565217395,6.0086956521739125
1195,2011-02-08,16.117391304347827,25.784782608695654,2.5955555555555554
1196,2011-02-09,16.145652173913046,27.426086956521743,1.951111111111111
1197,2011-02-10,17.719565217391306,29.445652173913032,1.2478260869565216
1198,2011-02-11,19.504347826086956,28.31739130434782,5.0888888888888895
1199,2011-02-12,18.104347826086958,25.345652173913045,5.804545454545454
1200,2011-02-13,16.16086956521739,25.847826086956523,2.3911111111111114
1201,2011-02-14,16.61521739130435,26.44347826086957,3.034782608695653
1202,2011-02-15,17.19347826086956,28.20434782608695,4.517391304347826
1203,2011-02-16,18.68478260869565,28.17173913043478,10.752173913043478
1204,2011-02-17,19.14782608695652,28.491304347826077,7.623913043478261
1205,2011-02-18,19.284782608695643,27.711363636363636,3.631111111111112
1206,2011-02-19,19.863636363636363,28.804347826086957,9.118181818181819
1207,2011-02-20,18.867391304347834,27.53478260869565,2.795454545454546
1208,2011-02-21,16.143478260869557,25.428260869565214,1.1260869565217393
1209,2011-02-22,15.184782608695652,25.623913043478257,2.8478260869565224
1210,2011-02-23,15.356521739130434,27.208888888888897,0.40869565217391296
1211,2011-02-24,15.617777777777771,28.289130434782614,2.511111111111111
1212,2011-02-25,16.863043478260867,28.867391304347823,4.302222222222222
1213,2011-02-26,17.343478260869563,30.286956521739118,3.0711111111111107
1214,2011-02-27,19.189130434782612,28.221739130434788,4.713636363636363
1215,2011-02-28,19.113043478260867,27.69565217391304,2.5217391304347827
1216,2011-03-01,18.002173913043475,26.96739130434782,2.5217391304347827
1217,2011-03-02,14.813043478260871,24.23695652173913,3.008695652173914
1218,2011-03-03,15.067391304347826,26.36956521739129,1.7956521739130438
1219,2011-03-04,15.254347826086962,25.59130434782609,1.808695652173913
1220,2011-03-05,15.108695652173912,24.156521739130426,1.6173913043478259
1221,2011-03-06,14.299999999999999,26.123913043478268,2.826666666666667
1222,2011-03-07,15.332608695652175,27.545652173913048,4.143478260869564
1223,2011-03-08,16.121739130434783,27.13260869565218,5.27111111111111
1224,2011-03-09,16.71304347826087,26.00217391304348,3.334782608695652
1225,2011-03-10,17.106521739130436,24.88260869565218,4.54782608695652
1226,2011-03-11,17.154347826086955,26.436956521739127,3.1826086956521733
1227,2011-03-12,17.091304347826085,28.202173913043477,3.8434782608695643
1228,2011-03-13,17.647826086956524,28.711111111111112,1.5043478260869565
1229,2011-03-14,16.37333333333333,26.637777777777785,5.102222222222222
1230,2011-03-15,16.133333333333333,27.35333333333333,2.2545454545454544
1231,2011-03-16,16.362222222222222,26.35111111111111,2.4355555555555557
1232,2011-03-17,16.451111111111114,25.055555555555546,1.537777777777778
1233,2011-03-18,16.21555555555556,24.228888888888882,1.4977777777777783
1234,2011-03-19,15.968888888888895,24.44444444444445,2.095652173913044
1235,2011-03-20,16.32444444444445,25.778260869565223,12.130434782608699
1236,2011-03-21,17.65869565217391,25.466666666666676,12.373913043478263
1237,2011-03-22,18.340000000000007,26.219565217391306,6.543478260869564
1238,2011-03-23,16.397826086956524,25.415217391304356,2.8956521739130436
1239,2011-03-24,15.497826086956517,24.332608695652176,4.1695652173913045
1240,2011-03-25,14.74565217391304,24.460869565217386,2.9782608695652173
1241,2011-03-26,14.175555555555555,23.606521739130436,0.6478260869565218
1242,2011-03-27,13.669565217391305,23.963043478260868,0.5934782608695651
1243,2011-03-28,13.406521739130433,25.51739130434782,1.0086956521739132
1244,2011-03-29,14.541304347826086,26.754347826086963,2.52
1245,2011-03-30,15.158695652173915,25.36304347826087,2.190909090909091
1246,2011-03-31,13.345652173913045,22.83043478260869,1.8130434782608698
1247,2011-05-01,11.971739130434779,21.57608695652174,2.304347826086956
1248,2011-05-02,11.484782608695651,20.204347826086956,2.1956521739130435
1249,2011-05-03,10.636956521739133,20.34347826086957,0.6130434782608694
1250,2011-05-04,10.167391304347829,20.756521739130434,1.3
1251,2011-05-05,9.754347826086954,19.091304347826092,1.2304347826086959
1252,2011-05-06,8.769565217391309,18.854347826086958,0.9955555555555556
1253,2011-05-07,7.517391304347828,19.797826086956526,0.08888888888888889
1254,2011-05-08,8.406521739130437,20.25,0.5066666666666667
1255,2011-05-09,8.456521739130434,18.321739130434786,1.1066666666666667
1256,2011-05-10,7.571739130434781,18.07333333333333,1.5227272727272727
1257,2011-05-11,6.684782608695653,16.33695652173913,2.443478260869565
1258,2011-05-12,6.660869565217391,17.12826086956522,2.130434782608696
1259,2011-05-13,8.139130434782611,18.65,1.6869565217391302
1260,2011-05-14,7.715217391304347,17.273913043478263,1.017777777777778
1261,2011-05-15,6.802173913043478,17.858695652173914,0.17777777777777776
1262,2011-05-16,7.104347826086958,18.450000000000003,0.12608695652173912
1263,2011-05-17,8.01086956521739,18.882608695652173,0.5456521739130435
1264,2011-05-18,7.415217391304347,19.43913043478261,1.8782608695652174
1265,2011-05-19,9.078260869565215,20.89130434782609,0.6755555555555556
1266,2011-05-20,10.108695652173914,20.550000000000004,2.622727272727273
1267,2011-05-21,9.271739130434783,21.791304347826088,2.4790697674418603
1268,2011-05-22,10.847826086956522,20.576086956521745,1.455813953488372
